Relatório de Anúncios de Produto - Shopee Brasil,,,,,,,,,,,,,,,,,,,,,,,
Nome de Usuário,,,,,,,,,,,,,,,,,,,,,,,
Nome da loja,,,,,,,,,,,,,,,,,,,,,,,
ID da Loja,,,,,,,,,,,,,,,,,,,,,,,
Nome do Produto / Anúncio,Kit 3 Sutiã Amamentação Renda Sem Bojo Reforçado Gestante Pós Parto,,,,,,,,,,,,,,,,,,,,,,
ID do Produto,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Data de Criação do Relatório,,,,,,,,,,,,,,,,,,,,,,,
Período,04/05/2024 - 10/05/2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Busca,,,,,,,,,,,,,,,,,,,,,,,
#,Palavras-chave,Tipo de combinação,Consulta de pesquisa,Método de Lance,Impressão,Cliques,CTR,Conversões,Conversões Diretas,Taxa de Conversão,Taxa de Conversão Direta,Custo por Conversão,Custo por Conversão Direta,Itens Vendidos,Itens Vendidos Diretos,VBM,Receita direta,Despesas,Posicionamento Médio,ROAS,ROAS Direto,ACOS,ACOS Direto
2223,maternidade,Correspondência Ampla,saída maternidade para a mãe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,32,0.00,0.00,0.00%,0.00%
2224,amamentação,Correspondência Ampla,sutien reforcado,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
2225,maternidade,Correspondência Ampla,roupa gestante pra sair,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
2226,amamentação,Correspondência Ampla,kit pijama amamentação americano,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,13,0.00,0.00,0.00%,0.00%
2227,maternidade,Correspondência Ampla,coisas pra neném neutro,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
2228,gestante,Correspondência Ampla,kit de sutiã demilus,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
2229,maternidade,Correspondência Ampla,informal para bebé,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,56,0.00,0.00,0.00%,0.00%
2230,amamentação,Correspondência Ampla,pijama com bojo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,22,0.00,0.00,0.00%,0.00%
2231,maternidade,Correspondência Ampla,hobby feminino branco,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
2232,amamentação,Correspondência Ampla,vestido longo amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,33,0.00,0.00,0.00%,0.00%
2233,maternidade,Correspondência Ampla,kit de maternidade nude,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,19,0.00,0.00,0.00%,0.00%
2234,maternidade,Correspondência Ampla,look para gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,32,0.00,0.00,0.00%,0.00%
2235,maternidade,Correspondência Ampla,bolsa para gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,33,0.00,0.00,0.00%,0.00%
2236,maternidade,Correspondência Ampla,saída maternidade inverno mamãe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,28,0.00,0.00,0.00%,0.00%
2237,amamentação,Correspondência Ampla,sutiã extração,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,17,0.00,0.00,0.00%,0.00%
2238,amamentação,Correspondência Ampla,toper amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
2239,amamentação,Correspondência Ampla,pijama algodão amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,22,0.00,0.00,0.00%,0.00%
2240,maternidade,Correspondência Ampla,bolsas maternidade duas peças menina,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,31,0.00,0.00,0.00%,0.00%
2241,amamentação,Correspondência Ampla,soutien de algodão,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,24,0.00,0.00,0.00%,0.00%
2242,maternidade,Correspondência Ampla,kit maternidaxe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
2243,amamentação,Correspondência Ampla,sutian sem bojo amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
2244,maternidade,Correspondência Ampla,kit de quarto de bebê,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
2245,amamentação,Correspondência Ampla,ki conjunto de amamentação camisola,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,29,0.00,0.00,0.00%,0.00%
2246,amamentação,Correspondência Ampla,sultian simples,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,1,0.00,0.00,0.00%,0.00%
2247,maternidade,Correspondência Ampla,roupas íntima,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,44,0.00,0.00,0.00%,0.00%
2248,maternidade,Correspondência Ampla,roupa country de gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
2249,maternidade,Correspondência Ampla,sutiã langerie renda,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
2250,amamentação,Correspondência Ampla,sutiã alça removível com aro e sem bojo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,48,0.00,0.00,0.00%,0.00%
2251,amamentação,Correspondência Ampla,camisola amamentação plus size pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,54,0.00,0.00,0.00%,0.00%
2252,maternidade,Correspondência Ampla,atacado lingerie,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,54,0.00,0.00,0.00%,0.00%
2253,amamentação,Correspondência Ampla,kit regata feminina amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
2254,amamentação,Correspondência Ampla,baby dool e robe amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,22,0.00,0.00,0.00%,0.00%
2255,amamentação,Correspondência Ampla,top de amamentacao,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,27,0.00,0.00,0.00%,0.00%
2256,gestante,Correspondência Ampla,ensaio gestantes,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
2257,maternidade,Correspondência Ampla,camisola idosa,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,33,0.00,0.00,0.00%,0.00%
2258,amamentação,Correspondência Ampla,sutia confortável de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
2259,amamentação,Correspondência Ampla,sutia sem bojo com gancho frontal,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
2260,amamentação,Correspondência Ampla,kit de sutiã para amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
2261,maternidade,Correspondência Ampla,lingerie conjunto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,42,0.00,0.00,0.00%,0.00%
2262,amamentação,Correspondência Ampla,kit top e short amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
2263,amamentação,Correspondência Ampla,sutiã para extrator de leite,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
2264,amamentação,Correspondência Ampla,sutiã top de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
2265,maternidade,Correspondência Ampla,pedido de gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
2266,amamentação,Correspondência Ampla,calcinha sutiã reforçado,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
2267,maternidade,Correspondência Ampla,kit maternidade mama,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,32,0.00,0.00,0.00%,0.00%
2268,amamentação,Correspondência Ampla,amamentação homem,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
2269,maternidade,Correspondência Ampla,coisas para gravidas,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,49,0.00,0.00,0.00%,0.00%
2270,gestante,Correspondência Ampla,baby dool rose,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,45,0.00,0.00,0.00%,0.00%
2271,amamentação,Correspondência Ampla,sutiã com aro amentar,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
2272,amamentação,Correspondência Ampla,regata amamentação branca,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,54,0.00,0.00,0.00%,0.00%
2273,amamentação,Correspondência Ampla,sutia para amamentar,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
2274,maternidade,Correspondência Ampla,conjunto de lingerie feminino com renda bordada e estampada de boca,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,54,0.00,0.00,0.00%,0.00%
2275,amamentação,Correspondência Ampla,adesivo amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
2276,maternidade,Correspondência Ampla,kit maternidade 400 fios,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
2277,maternidade,Correspondência Ampla,casa gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,32,0.00,0.00,0.00%,0.00%
2278,maternidade,Correspondência Ampla,mocilha maternidade mãe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
2279,gestante,Correspondência Ampla,produtos para gravidez,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
2280,gestante,Correspondência Ampla,vestido preto longo grávida com renda,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
2281,maternidade,Correspondência Ampla,kite maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,54,0.00,0.00,0.00%,0.00%
2282,maternidade,Correspondência Ampla,kit maternidade feminina,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,16,0.00,0.00,0.00%,0.00%
2283,maternidade,Correspondência Ampla,saquinho maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
2284,amamentação,Correspondência Ampla,conjunto amamentação mamãe e bebê,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,30,0.00,0.00,0.00%,0.00%
2285,maternidade,Correspondência Ampla,vestido maternidade fotografia,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,41,0.00,0.00,0.00%,0.00%
2286,maternidade,Correspondência Ampla,enxoval completo de bebe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
2287,amamentação,Correspondência Ampla,soutias para amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
2288,maternidade,Correspondência Ampla,coisas  de bebês kits,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,37,0.00,0.00,0.00%,0.00%
2289,maternidade,Correspondência Ampla,produto para gestantes,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,56,0.00,0.00,0.00%,0.00%
2290,gestante,Correspondência Ampla,conjunto calvin klein feminino calcinha box,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,20,0.00,0.00,0.00%,0.00%
2291,maternidade,Correspondência Ampla,enxoval completo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,29,0.00,0.00,0.00%,0.00%
2292,amamentação,Correspondência Ampla,kit sutiã lupo amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,19,0.00,0.00,0.00%,0.00%
2293,amamentação,Correspondência Ampla,beibidou de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,19,0.00,0.00,0.00%,0.00%
2294,maternidade,Correspondência Ampla,roupa do istoti para bebê,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,32,0.00,0.00,0.00%,0.00%
2295,gestante,Correspondência Ampla,vestido feminino kit gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,15,0.00,0.00,0.00%,0.00%
2296,amamentação,Correspondência Ampla,kit conjunto sutiã de amamentação com bojo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,13,0.00,0.00,0.00%,0.00%
2297,amamentação,Correspondência Ampla,roupa pra amamentar,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,16,0.00,0.00,0.00%,0.00%
2298,maternidade,Correspondência Ampla,sutiã de renda branco tamanho p,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,13,0.00,0.00,0.00%,0.00%
2299,amamentação,Correspondência Ampla,roupa pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,31,0.00,0.00,0.00%,0.00%
2300,gestante,Correspondência Ampla,macacão gestante midi,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,27,0.00,0.00,0.00%,0.00%
2301,amamentação,Correspondência Ampla,situam amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
2302,gestante,Correspondência Ampla,sutiã da lonjerie,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,1,0.00,0.00,0.00%,0.00%
2303,amamentação,Correspondência Ampla,sutiã amamentação plus size algodao,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
2304,maternidade,Correspondência Ampla,conjunto soutien com calcinha box,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,30,0.00,0.00,0.00%,0.00%
2305,maternidade,Correspondência Ampla,ninipink store pra mamãe leva para maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,26,0.00,0.00,0.00%,0.00%
2306,amamentação,Correspondência Ampla,blusa para amamentar feminina,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
2307,maternidade,Correspondência Ampla,conjunto lagerie feminino sexy,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,84,0.00,0.00,0.00%,0.00%
2308,amamentação,Correspondência Ampla,sutia de renda amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
2309,maternidade,Correspondência Ampla,camisola de frio,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,19,0.00,0.00,0.00%,0.00%
2310,amamentação,Correspondência Ampla,short doll de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
2311,maternidade,Correspondência Ampla,camisola da vovó com manga,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,30,0.00,0.00,0.00%,0.00%
2312,maternidade,Correspondência Ampla,mala feminina maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
2313,gestante,Correspondência Ampla,calca larguinha gravidez,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,24,0.00,0.00,0.00%,0.00%
2314,amamentação,Correspondência Ampla,vestido saida maternidade mãe amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,40,0.00,0.00,0.00%,0.00%
2315,amamentação,Correspondência Ampla,conjunto sutiã para amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
2316,amamentação,Correspondência Ampla,sutiã que não vá a leite,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
2317,amamentação,Correspondência Ampla,blusa de amamentação manga longa,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,13,0.00,0.00,0.00%,0.00%
2318,amamentação,Correspondência Ampla,kit surtindo de amamenta com camisola,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
2319,amamentação,Correspondência Ampla,sutian com fechamento frontal,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,48,0.00,0.00,0.00%,0.00%
2320,amamentação,Correspondência Ampla,roupa pos parto femenina,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,41,0.00,0.00,0.00%,0.00%
2321,amamentação,Correspondência Ampla,macacão feminino para amamentar,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,26,0.00,0.00,0.00%,0.00%
2322,amamentação,Correspondência Ampla,ninho de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
2323,gestante,Correspondência Ampla,sutiã renda alta,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
2324,maternidade,Correspondência Ampla,loja porge baby saída maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,33,0.00,0.00,0.00%,0.00%
2325,amamentação,Correspondência Ampla,kit de sutiã amamentação lovito,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
2326,amamentação,Correspondência Ampla,roupa íntima descartável pós parto 8 unidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
2327,gestante,Correspondência Ampla,conjunto gestante pijamas,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,24,0.00,0.00,0.00%,0.00%
2328,gestante,Correspondência Ampla,pijama do leite,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,29,0.00,0.00,0.00%,0.00%
2329,maternidade,Correspondência Ampla,conjunto calça e blusabebe p,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
2330,amamentação,Correspondência Ampla,cinta pós parto direta,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
2331,amamentação,Correspondência Ampla,sutiã sustentação pra mulheres grávida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
2332,maternidade,Correspondência Ampla,lingerie lovi,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
2333,amamentação,Correspondência Ampla,sultian de dar mama,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
2334,maternidade,Correspondência Ampla,saída e maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,54,0.00,0.00,0.00%,0.00%
2335,maternidade,Correspondência Ampla,pijama feminino renda,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,15,0.00,0.00,0.00%,0.00%
2336,maternidade,Correspondência Ampla,calcinha e sutian,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,63,0.00,0.00,0.00%,0.00%
2337,maternidade,Correspondência Ampla,camisola amentaçao,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
2338,amamentação,Correspondência Ampla,sutiã com ombrreira gg bege,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,38,0.00,0.00,0.00%,0.00%
2339,amamentação,Correspondência Ampla,thaís e thamires sutiã amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
2340,amamentação,Correspondência Ampla,kit 2 sutiã para amamentação em.micro fibra de poliéster pós parto maternidade tictac,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
2341,gestante,Correspondência Ampla,short pijama gravida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
2342,gestante,Correspondência Ampla,kit vestido gravida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,34,0.00,0.00,0.00%,0.00%
2343,amamentação,Correspondência Ampla,relactador,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,17,0.00,0.00,0.00%,0.00%
2344,maternidade,Correspondência Ampla,conjunto marromm,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
2345,maternidade,Correspondência Ampla,gestante mimo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
2346,gestante,Correspondência Ampla,conjunto verde gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
2347,amamentação,Correspondência Ampla,sutiãs de bojo sete,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
2348,amamentação,Correspondência Ampla,sutiã amaq,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
2349,maternidade,Correspondência Ampla,saída maternidade  tricôrose,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
2350,amamentação,Correspondência Ampla,kit camisola amamentação plus size,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,43,0.00,0.00,0.00%,0.00%
2351,amamentação,Correspondência Ampla,kit 2 sutiã amamentação e 2 calcinha,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
2352,gestante,Correspondência Ampla,conjunto de lingerie para grávida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
